product_name,description,price,stock,category,brand,color,weight
CPE Ubiquiti NanoStation Loco M5,Antena exterior compacta airMAX de 5 GHz con alcance de hasta 5 km y antena integrada de 13 dBi.,1150.0,50,Antenas / Enlaces,Ubiquiti,Blanco,0.18 kg
CPE Ubiquiti NanoStation M5,"Antena exterior airMAX 5 GHz de 16 dBi de ganancia, puertos de red duales con soporte PoE.",1780.0,35,Antenas / Enlaces,Ubiquiti,Blanco,0.4 kg
CPE Ubiquiti NanoStation AC loco,Antena inalámbrica exterior de 5 GHz AC con tecnología airMAX de hasta 450 Mbps.,1250.0,45,Antenas / Enlaces,Ubiquiti,Blanco,0.18 kg
CPE Ubiquiti NanoStation AC,Antena airMAX AC de 5 GHz para enlaces inalámbricos punto a punto y punto a multipunto.,2890.0,20,Antenas / Enlaces,Ubiquiti,Blanco,0.5 kg
CPE Ubiquiti PowerBeam AC Gen2,Antena directiva tipo plato de 5 GHz AC de 25 dBi con blindaje de RF para enlaces de más de 15 km.,3100.0,18,Antenas / Enlaces,Ubiquiti,Blanco,2.2 kg
CPE Ubiquiti LiteBeam M5,"Antena exterior tipo rejilla ultraligera de 5 GHz de 23 dBi de ganancia, alcance medio.",1150.0,40,Antenas / Enlaces,Ubiquiti,Blanco,0.75 kg
CPE Ubiquiti LiteBeam AC Gen2,Antena exterior tipo rejilla airMAX AC de 5 GHz con alcance de hasta 15 km y 23 dBi de ganancia.,1490.0,50,Antenas / Enlaces,Ubiquiti,Blanco,0.98 kg
Radio Base Ubiquiti Rocket M5,Transceptor de alta potencia airMAX de 5 GHz para acoplamiento a antenas direccionales o sectoriales.,1980.0,15,Antenas / Enlaces,Ubiquiti,Blanco,0.5 kg
Radio Base Ubiquiti Rocket Prism 5AC,Radio airMAX AC de 5 GHz de alto rendimiento para estaciones base con filtrado activo de RF.,4650.0,10,Antenas / Enlaces,Ubiquiti,Plateado,0.4 kg
Inyector PoE Ubiquiti POE-24-12W-G,Adaptador PoE de 24 VDC y 0.5 A con puertos Gigabit Ethernet para equipos airMAX.,280.0,100,Accesorios de Red,Ubiquiti,Negro,0.15 kg
Inyector PoE Ubiquiti POE-48-24W-G,Adaptador PoE de 48 VDC y 0.5 A con protección contra sobretensiones y puerto Gigabit.,420.0,60,Accesorios de Red,Ubiquiti,Negro,0.16 kg
Router MikroTik hEX lite,"Router básico de 5 puertos Ethernet 10/100, diseño compacto de plástico, ideal para el hogar.",950.0,30,Redes cableadas,MikroTik,Blanco,0.12 kg
Router MikroTik hEX,Router cableado Gigabit de 5 puertos con CPU de doble núcleo a 880 MHz y ranura MicroSD.,1250.0,45,Redes cableadas,MikroTik,Gris/Azul,0.14 kg
Router MikroTik hEX PoE,Router Gigabit de 5 puertos con salida PoE pasiva en los puertos 2 a 5 para alimentación remota.,1780.0,20,Redes cableadas,MikroTik,Gris/Azul,0.15 kg
Router MikroTik hEX S,Router Gigabit de 5 puertos con soporte para fibra SFP y salida PoE en el puerto 5.,1690.0,25,Redes cableadas,MikroTik,Gris/Azul,0.15 kg
Router Inalámbrico MikroTik hAP mini,"Punto de acceso compacto de 2.4 GHz de 3 puertos 10/100, ideal para configuraciones residenciales.",590.0,40,Redes inalámbricas,MikroTik,Negro,0.1 kg
Router Inalámbrico MikroTik hAP lite,AP inalámbrico de 2.4 GHz con 4 puertos Ethernet 10/100 y botón WPS físico (modelo RB941).,690.0,50,Redes inalámbricas,MikroTik,Gris/Azul,0.12 kg
Router Inalámbrico MikroTik hAP ac lite,AP inalámbrico de doble banda simultánea de 2.4 GHz y 5 GHz con 5 puertos Ethernet 10/100.,1150.0,30,Redes inalámbricas,MikroTik,Gris/Azul,0.14 kg
Router Inalámbrico MikroTik hAP ac2,Router inalámbrico Gigabit de doble banda simultánea con CPU de 4 núcleos a 716 MHz.,1490.0,25,Redes inalámbricas,MikroTik,Negro,0.22 kg
Router Inalámbrico MikroTik hAP ac3,Router de doble banda Gigabit con antenas externas de alta ganancia y soporte de montaje vertical.,2100.0,18,Redes inalámbricas,MikroTik,Negro,0.35 kg
Router Inalámbrico MikroTik hAP ax2,Router inalámbrico Wi-Fi 6 de doble banda con cifrado WPA3 y puertos Gigabit (modelo C52iG).,2350.0,15,Redes inalámbricas,MikroTik,Negro,0.36 kg
Router Inalámbrico MikroTik hAP ax3,Router premium Wi-Fi 6 de doble banda con CPU quad-core a 1.8 GHz y puerto Ethernet 2.5G.,3150.0,12,Redes inalámbricas,MikroTik,Negro,0.45 kg
Router MikroTik CCR2004-16G-2S+,Router empresarial de alto rendimiento con 16 puertos Gigabit y 2 puertos 10Gb SFP+.,9900.0,5,Redes cableadas,MikroTik,Blanco,2.2 kg
Router MikroTik CCR2004-1G-12S+2XS,Router empresarial de fibra con 12 puertos 10G SFP+ y 2 puertos 25G SFP28 para backbone.,13900.0,3,Redes cableadas,MikroTik,Blanco,2.4 kg
Router MikroTik CCR2116-12G-4S+,"Router de núcleo masivo con CPU ARM de 16 núcleos, 12 puertos Gigabit y 4 puertos 10Gb SFP+.",28900.0,2,Redes cableadas,MikroTik,Blanco,3.5 kg
Switch MikroTik CRS305-1G-4S+IN,Switch de fibra de escritorio ultracompacto con 4 puertos 10Gb SFP+ y 1 puerto Gigabit Ethernet.,2980.0,15,Switches,MikroTik,Blanco,0.41 kg
Switch MikroTik CRS309-1G-8S+IN,"Switch de fibra administrable con 8 puertos 10Gb SFP+, montaje en rack opcional.",6390.0,8,Switches,MikroTik,Blanco,1.2 kg
Switch MikroTik CRS310-1G-8S-2S+IN,Switch administrable con 8 puertos SFP de 1Gb y 2 puertos SFP+ de 10Gb para distribución de fibra.,5490.0,10,Switches,MikroTik,Blanco,1.1 kg
Switch MikroTik CRS326-24G-2S+RM,Switch administrable con 24 puertos Gigabit y 2 puertos SFP+ para montaje en rack de 1UR.,3890.0,12,Switches,MikroTik,Blanco,1.6 kg
Switch MikroTik CRS326-24G-2S+OUT,Switch Gigabit de exterior de 24 puertos con caja hermética impermeable IP54.,4990.0,5,Switches,MikroTik,Blanco,2.8 kg
Switch MikroTik CRS328-24P-4S+RM,Switch PoE administrable con 24 puertos Gigabit PoE+ (capacidad total 450W) y 4 SFP+.,10900.0,6,Switches,MikroTik,Blanco,3.8 kg
Switch MikroTik CRS354-48G-4S+2LQ+RM,"Switch administrable de alta densidad de 48 puertos Gigabit, 4 puertos SFP+ y 2 QSFP+ 40G.",14900.0,4,Switches,MikroTik,Blanco,4.2 kg
Router MikroTik RB3011UiAS-RM,"Router Gigabit potente de 10 puertos con arquitectura ARM, puerto SFP y pantalla LCD táctil.",4390.0,12,Redes cableadas,MikroTik,Negro,1.1 kg
Router MikroTik RB4011iGS+RM,Router de 10 puertos Gigabit con CPU quad-core de 1.4 GHz y jaula SFP+ para fibra de 10Gb.,5890.0,10,Redes cableadas,MikroTik,Negro,1.15 kg
Router Inalámbrico MikroTik RB4011-WiFi,Router de 10 puertos Gigabit con Wi-Fi integrado de doble banda de alta velocidad.,6800.0,8,Redes inalámbricas,MikroTik,Negro,1.25 kg
Router MikroTik RB5009UG+S+IN,"Router robusto de 7 puertos Gigabit, 1 puerto Ethernet 2.5G y 1 puerto SFP+ 10G.",4900.0,15,Redes cableadas,MikroTik,Negro,0.56 kg
Router MikroTik RB5009UPr+S+OUT,Router exterior reforzado con protección IP66 y 8 puertos con capacidades de salida PoE.,7900.0,6,Redes cableadas,MikroTik,Gris,1.3 kg
Gabinete de Pared LinkedPRO 6UR,"Gabinete de montaje en pared de 6 unidades de rack, dimensiones 60 x 45 cm, puerta de cristal templado.",1450.0,15,Gabinete / Racks,LinkedPRO,Negro,12.0 kg
Gabinete de Pared LinkedPRO 9UR,"Gabinete para pared de 9 unidades de rack, dimensiones 60 x 45 cm, paneles laterales desmontables.",1690.0,12,Gabinete / Racks,LinkedPRO,Negro,15.2 kg
Gabinete de Pared LinkedPRO 12UR,"Gabinete para pared de 12 unidades de rack, dimensiones 60 x 45 cm, incluye ventilador superior.",1980.0,10,Gabinete / Racks,LinkedPRO,Negro,18.5 kg
Gabinete de Pared LinkedPRO 12UR Profundo,Gabinete de pared de 12 unidades de rack de 60 cm de profundidad para alojar servidores compactos.,2200.0,8,Gabinete / Racks,LinkedPRO,Negro,21.0 kg
Gabinete de Pared LinkedPRO 16UR,"Gabinete para pared de 16 unidades de rack, 60 x 60 cm de espacio útil, puerta con llave de seguridad.",2850.0,6,Gabinete / Racks,LinkedPRO,Negro,26.5 kg
Gabinete de Piso LinkedPRO 22UR,Gabinete de piso para telecomunicaciones de 22 unidades de rack con puerta frontal ventilada.,5490.0,4,Gabinete / Racks,LinkedPRO,Negro,42.0 kg
Rack de Dos Postes LinkedPRO 45UR,"Rack de dos postes de aluminio para montaje de equipos de 19 pulgadas, capacidad 45UR.",1750.0,10,Gabinete / Racks,LinkedPRO,Negro,15.0 kg
Rack de Dos Postes LinkedPRO 24UR,"Rack de dos postes de acero de 24 unidades de rack, ideal para cuartos de comunicación pequeños.",1250.0,15,Gabinete / Racks,LinkedPRO,Negro,10.5 kg
Rack de Dos Postes LinkedPRO 28UR,Rack de dos postes de 28 unidades de rack para sujeción de cableado estructurado.,1390.0,12,Gabinete / Racks,LinkedPRO,Negro,11.8 kg
Organizador de Cables LinkedPRO 1UR Sencillo,"Organizador horizontal de cables de 1 unidad de rack, ducto ranurado de plástico con tapa.",180.0,50,Accesorios de Red,LinkedPRO,Negro,0.45 kg
Organizador de Cables LinkedPRO 2UR Sencillo,"Organizador horizontal de cables de 2 unidades de rack, ranuras traseras para paso de cables.",280.0,40,Accesorios de Red,LinkedPRO,Negro,0.65 kg
Organizador de Cables LinkedPRO 1UR Doble Cara,Organizador horizontal doble cara de 1 unidad de rack para acomodo frontal y trasero.,310.0,25,Accesorios de Red,LinkedPRO,Negro,0.8 kg
Organizador de Cables LinkedPRO 2UR Doble Cara,Organizador horizontal doble cara de 2 unidades de rack con anillas de administración.,420.0,20,Accesorios de Red,LinkedPRO,Negro,1.1 kg
Patch Panel LinkedPRO 24 Puertos Cat6,"Panel de parcheo de 24 puertos categoría 6 para rack de 19 pulgadas, etiquetas integradas.",850.0,25,Cableado estructurado,LinkedPRO,Negro,1.2 kg
Patch Panel LinkedPRO 48 Puertos Cat6,Panel de parcheo de 48 puertos categoría 6 de alto rendimiento para montaje de 2UR.,1590.0,15,Cableado estructurado,LinkedPRO,Negro,2.1 kg
Plugs RJ45 Cat6 LinkedPRO (Bolsa de 100),Conectores modulares RJ45 macho categoría 6 con contactos chapados en oro.,280.0,80,Accesorios de Red,LinkedPRO,Transparente,0.25 kg
Plugs RJ45 Cat5e LinkedPRO (Bolsa de 100),Conectores modulares RJ45 macho categoría 5e estándar para cables de parcheo.,180.0,70,Accesorios de Red,LinkedPRO,Transparente,0.22 kg
Jack RJ45 Cat6 LinkedPRO Azul,Conector modular RJ45 hembra tipo Keystone categoría 6 de impacto 180 grados.,45.0,200,Cableado estructurado,LinkedPRO,Azul,0.02 kg
Jack RJ45 Cat6 LinkedPRO Blanco,Conector modular RJ45 hembra tipo Keystone categoría 6 para faceplates.,45.0,200,Cableado estructurado,LinkedPRO,Blanco,0.02 kg
Jack RJ45 Cat6 LinkedPRO Amarillo,Conector modular RJ45 hembra tipo Keystone categoría 6 para voz y datos.,45.0,150,Cableado estructurado,LinkedPRO,Amarillo,0.02 kg
Bobina de Cable UTP Cat6 LinkedPRO 305m (CCA),Bobina de cable de red Cat6 para aplicaciones básicas interiores de corta distancia (aleación).,1980.0,40,Cableado estructurado,LinkedPRO,Gris,9.8 kg
Bobina de Cable UTP Cat6 LinkedPRO 100% Cobre 305m,Bobina de cable de red Cat6 para interiores con conductores 100% cobre para redes gigabit.,2890.0,25,Cableado estructurado,LinkedPRO,Azul,11.2 kg
Bobina de Cable UTP Cat5e LinkedPRO 305m (CCA),Bobina económica de cable de red Cat5e para interiores de datos e instrumentación.,1150.0,35,Cableado estructurado,LinkedPRO,Gris,8.2 kg
Bobina de Cable FTP Cat6 Exterior LinkedPRO 305m,"Bobina de cable blindada FTP categoría 6 para instalación en intemperie, doble cubierta.",4650.0,15,Cableado estructurado,LinkedPRO,Negro,14.5 kg
Patch Cord Cat6 LinkedPRO 0.3m Azul,"Cable de parcheo pre-armado y certificado de categoría 6 UTP, longitud de 30 cm.",28.0,150,Accesorios de Red,LinkedPRO,Azul,0.05 kg
Patch Cord Cat6 LinkedPRO 0.9m Azul,"Cable de parcheo pre-armado y certificado de categoría 6 UTP, longitud de 90 cm.",45.0,180,Accesorios de Red,LinkedPRO,Azul,0.08 kg
Patch Cord Cat6 LinkedPRO 1.5m Azul,"Cable de parcheo certificado Cat6 UTP con capuchas protectoras de clips, 1.5 metros.",55.0,200,Accesorios de Red,LinkedPRO,Azul,0.12 kg
Patch Cord Cat6 LinkedPRO 2.1m Azul,"Cable de parcheo certificado Cat6 UTP para interconexión en racks, 2.1 metros.",65.0,120,Accesorios de Red,LinkedPRO,Azul,0.15 kg
Patch Cord Cat6 LinkedPRO 3.0m Azul,"Cable de parcheo certificado Cat6 UTP, longitud de 3.0 metros.",75.0,100,Accesorios de Red,LinkedPRO,Azul,0.18 kg
Patch Cord Cat6 LinkedPRO 4.5m Azul,"Cable de parcheo certificado Cat6 UTP para distancias largas, 4.5 metros.",95.0,80,Accesorios de Red,LinkedPRO,Azul,0.22 kg
Jack RJ45 Cat6 Panduit Blanco,"Jack modular Mini-Com categoría 6 UTP con terminación TG de fácil impacto, color blanco.",145.0,150,Cableado estructurado,Panduit,Blanco,0.02 kg
Jack RJ45 Cat6 Panduit Azul,Jack modular Mini-Com categoría 6 UTP con tecnología de cancelación de ruido alien crosstalk.,145.0,120,Cableado estructurado,Panduit,Azul,0.02 kg
Jack RJ45 Cat6 Panduit Rojo,Jack modular Mini-Com categoría 6 para diferenciación de redes críticas (telefonía o seguridad).,145.0,80,Cableado estructurado,Panduit,Rojo,0.02 kg
Jack RJ45 Cat6 Panduit Verde,Jack modular Mini-Com categoría 6 con sistema de identificación por colores.,145.0,70,Cableado estructurado,Panduit,Verde,0.02 kg
Jack RJ45 Cat6A Panduit Negro,"Jack modular Mini-Com de alto rendimiento categoría 6A blindado, para velocidades de 10Gbps.",260.0,50,Cableado estructurado,Panduit,Negro,0.03 kg
Faceplate Panduit 2 Posiciones Blanco,"Placa de pared Mini-Com de 2 posiciones para montaje empotrado de jacks, color blanco hueso.",45.0,100,Cableado estructurado,Panduit,Blanco,0.05 kg
Faceplate Panduit 4 Posiciones Blanco,Placa de pared de 4 posiciones Mini-Com para instalación de múltiples salidas de red.,55.0,80,Cableado estructurado,Panduit,Blanco,0.06 kg
Faceplate Panduit 1 Posición Blanco,Placa de pared de 1 posición Mini-Com con etiquetas para rotulación.,38.0,60,Cableado estructurado,Panduit,Blanco,0.04 kg
Bobina de Cable UTP Cat6 Panduit Azul 305m,Bobina de cable de red Cat6 100% cobre con recubrimiento retardante a la flama (CM).,4350.0,15,Cableado estructurado,Panduit,Azul,12.5 kg
Bobina de Cable UTP Cat6 Panduit Gris 305m,"Bobina de cable de red Cat6 100% cobre, diseño especial para tendido vertical en edificios.",4350.0,10,Cableado estructurado,Panduit,Gris,12.5 kg
Bobina de Cable UTP Cat6A Panduit Blanca 305m,Bobina de cable de red categoría 6A LSZH (bajo humo cero halógenos) para centros de datos.,6500.0,8,Cableado estructurado,Panduit,Blanco,14.2 kg
Patch Panel Panduit 24 Puertos Modular,Panel de parcheo plano de 24 puertos modular para recibir jacks Mini-Com en 1UR de rack.,950.0,18,Cableado estructurado,Panduit,Negro,0.8 kg
Patch Panel Panduit 48 Puertos Modular,Panel de parcheo plano modular de 48 puertos de 2UR para montaje en rack de 19 pulgadas.,1690.0,12,Cableado estructurado,Panduit,Negro,1.3 kg
Organizador Panduit Frontal 1UR,Organizador de cables horizontal con anillas en D de metal para organización frontal limpia.,890.0,20,Accesorios de Red,Panduit,Negro,0.95 kg
Organizador Panduit con Tapa 2UR,Organizador horizontal con tapa de bisagra frontal/trasera para alta densidad de cables.,1450.0,15,Accesorios de Red,Panduit,Negro,1.4 kg
Patch Cord Cat6 Panduit 1.0m Azul,"Cable de red certificado categoría 6 de cobre multifilar, revestimiento CM, 1 metro.",115.0,100,Accesorios de Red,Panduit,Azul,0.08 kg
Patch Cord Cat6 Panduit 2.0m Azul,"Cable de parcheo certificado Cat6 con botas delgadas anti-enredos de fábrica, 2 metros.",145.0,80,Accesorios de Red,Panduit,Azul,0.13 kg
Patch Cord Cat6 Panduit 3.0m Azul,"Cable de parcheo certificado Cat6 de alto rendimiento para enlaces de datos, 3 metros.",180.0,60,Accesorios de Red,Panduit,Azul,0.18 kg
Patch Cord Cat6 Panduit 5.0m Azul,"Cable de parcheo premium certificado Cat6 para interconexiones distantes, 5 metros.",240.0,40,Accesorios de Red,Panduit,Azul,0.26 kg
Plug Modular RJ45 Panduit Cat6 (Bolsa de 50),Conectores modulares RJ45 de tres piezas con guía de alineación interna para cables sólidos.,850.0,25,Accesorios de Red,Panduit,Transparente,0.15 kg
Bobina de Cable UTP Cat6 Condumex Gris 305m,"Bobina de cable de red Cat6 de cobre puro 23 AWG, ideal para aplicaciones de voz y datos.",3200.0,20,Cableado estructurado,Condumex,Gris,11.5 kg
Bobina de Cable UTP Cat6 Condumex Azul 305m,"Bobina de cable Cat6 100% cobre, certificación oficial de seguridad y flama mexicana.",3200.0,18,Cableado estructurado,Condumex,Azul,11.5 kg
Bobina de Cable UTP Cat6 Condumex Rojo 305m,Bobina de cable de red Cat6 para cableado de seguridad o redes dedicadas contra incendios.,3300.0,10,Cableado estructurado,Condumex,Rojo,11.5 kg
Bobina de Cable UTP Cat5e Condumex Gris 305m,"Bobina de cable de red Cat5e de cobre puro 24 AWG, apto para tendidos en canalizaciones.",2100.0,15,Cableado estructurado,Condumex,Gris,9.2 kg
Bobina de Cable UTP Cat5e Condumex Azul 305m,Bobina de cable de red Cat5e 100% cobre para redes domésticas o de pequeñas oficinas.,2100.0,12,Cableado estructurado,Condumex,Azul,9.2 kg
Cable Coaxial RG6 Condumex 305m,Bobina de cable coaxial RG6 con blindaje del 75% para aplicaciones de CATV y señales de satélite.,2400.0,14,Cableado estructurado,Condumex,Negro,12.8 kg
Cable Coaxial RG59 Condumex 305m,Bobina de cable coaxial RG59 con malla de cobre del 95% para circuitos de videovigilancia.,2150.0,10,Cableado estructurado,Condumex,Negro,10.2 kg
Cable de Alarma Condumex 2x22 305m,Bobina de cable de 2 conductores calibre 22 para instalación de sensores e intercomunicadores.,890.0,30,Cables de control,Condumex,Blanco,4.5 kg
Cable de Alarma Condumex 4x22 305m,Bobina de cable de 4 conductores calibre 22 con forro de PVC blanco para automatización.,1450.0,25,Cables de control,Condumex,Blanco,6.8 kg
Fibra Óptica ADSS Condumex 12 Hilos Monomodo,Cable de fibra óptica autosoportada ADSS de 12 hilos monomodo dieléctrica por metro.,22.0,1500,Fibra óptica,Condumex,Negro,0.1 kg
Fibra Óptica ADSS Condumex 24 Hilos Monomodo,Cable de fibra óptica autosoportada ADSS de 24 hilos monomodo dieléctrica por metro.,32.0,1000,Fibra óptica,Condumex,Negro,0.12 kg
Fibra Óptica Interior Condumex 2 Hilos OM3,Cable de fibra óptica interior de distribución de 2 hilos multimodo OM3 de bajas pérdidas.,18.0,800,Fibra óptica,Condumex,Aqua,0.05 kg
Switch Cisco Catalyst C1000-8T-2G-L,Switch Catalyst de 8 puertos Gigabit Ethernet de datos y 2 puertos Gigabit SFP de enlace.,8900.0,8,Switches,Cisco,Negro,1.8 kg
Switch Cisco Catalyst C1000-8P-2G-L,Switch Catalyst de 8 puertos Gigabit PoE+ con presupuesto total de 67W y 2 puertos SFP.,11800.0,6,Switches,Cisco,Negro,2.2 kg
Switch Cisco Catalyst C1000-16T-2G-L,Switch Catalyst de 16 puertos Gigabit Ethernet y 2 puertos SFP Gigabit sin ventiladores.,12900.0,5,Switches,Cisco,Negro,2.5 kg
Switch Cisco Catalyst C1000-16P-2G-L,Switch Catalyst de 16 puertos Gigabit PoE+ (capacidad total 120W) y 2 puertos SFP.,16900.0,4,Switches,Cisco,Negro,2.9 kg
Switch Cisco Catalyst C1000-24T-4G-L,Switch Catalyst de 24 puertos Gigabit Ethernet y 4 puertos SFP Gigabit de enlace ascendente.,15800.0,8,Switches,Cisco,Negro,3.5 kg
Switch Cisco Catalyst C1000-24P-4G-L,Switch Catalyst de 24 puertos Gigabit PoE+ (presupuesto de 195W) y 4 puertos SFP.,22800.0,5,Switches,Cisco,Negro,4.1 kg
Switch Cisco Catalyst C1000-48T-4G-L,Switch Catalyst de 48 puertos Gigabit de datos y 4 puertos SFP Gigabit para montaje en rack.,24900.0,4,Switches,Cisco,Negro,4.8 kg
Switch Cisco Catalyst C1000-48P-4G-L,Switch Catalyst de 48 puertos Gigabit PoE+ (presupuesto de 370W) y 4 puertos SFP.,35900.0,3,Switches,Cisco,Negro,5.6 kg
Switch Cisco Business CBS250-8T-8G,Switch administrable inteligente con 8 puertos Gigabit y 2 puertos combinados Gigabit SFP.,3890.0,15,Switches,Cisco,Blanco,1.2 kg
Switch Cisco Business CBS250-8P-8G,Switch administrable inteligente con 8 puertos Gigabit PoE+ (presupuesto de 67W) y 2 combinados SFP.,5490.0,12,Switches,Cisco,Blanco,1.4 kg
Switch Cisco Business CBS250-24T-4G,Switch inteligente administrable de 24 puertos Gigabit y 4 puertos SFP para racks.,6800.0,10,Switches,Cisco,Blanco,2.8 kg
Switch Cisco Business CBS250-24P-4G,Switch inteligente administrable de 24 puertos Gigabit PoE+ (presupuesto de 195W) y 4 SFP.,9900.0,8,Switches,Cisco,Blanco,3.2 kg
Switch Cisco Business CBS250-48T-4G,Switch inteligente administrable de 48 puertos Gigabit y 4 puertos SFP.,12500.0,6,Switches,Cisco,Blanco,4.1 kg
Switch Cisco Business CBS250-48P-4G,Switch inteligente administrable de 48 puertos Gigabit PoE+ (presupuesto de 370W) y 4 SFP.,18900.0,4,Switches,Cisco,Blanco,5.1 kg
Router Cisco RV160-K9-NA,"Router VPN cableado de 4 puertos Gigabit con cortafuegos integrado, ideal para pequeñas oficinas.",2890.0,12,Redes cableadas,Cisco,Negro,0.85 kg
Router Cisco RV260-K9-NA,Router VPN de 8 puertos Gigabit de alto rendimiento con procesador de doble núcleo y cortafuegos.,4200.0,10,Redes cableadas,Cisco,Negro,1.1 kg
Router Cisco RV340-K9-NA,Router VPN empresarial de doble puerto WAN Gigabit con seguridad avanzada y balanceo de carga.,6390.0,6,Redes cableadas,Cisco,Negro,1.3 kg
Router Cisco RV345-K9-NA,Router VPN empresarial de doble WAN de alto rendimiento con switch de 16 puertos Gigabit.,8900.0,4,Redes cableadas,Cisco,Negro,1.8 kg
Transceptor Cisco GLC-SX-MMD,"Módulo SFP de fibra multimodo de 1000BASE-SX, longitud de onda de 850 nm, conector duplex LC.",1450.0,40,Accesorios de Red,Cisco,Plateado,0.05 kg
Transceptor Cisco GLC-LH-SMD,"Módulo SFP de fibra monomodo de 1000BASE-LX/LH, longitud de onda de 1310 nm, hasta 10 km.",2100.0,30,Accesorios de Red,Cisco,Plateado,0.05 kg
Transceptor Cisco GLC-TE,Módulo SFP de cobre Gigabit Ethernet 1000BASE-T RJ45 con rango de temperatura extendido.,1150.0,50,Accesorios de Red,Cisco,Plateado,0.06 kg
Cámara Bullet Epcom EV1008T-TURBO,"Cámara Bullet TurboHD 1080p, lente de 2.8 mm, visión nocturna Smart IR de hasta 20 metros.",310.0,60,CCTV y Seguridad,Epcom,Blanco,0.35 kg
Cámara Bullet IP Hikvision DS-2CD1023G0-I,"Cámara Bullet IP de 2 Megapíxeles, lente de 2.8 mm, soporte PoE integrado, protección IP67.",1250.0,35,CCTV y Seguridad,Hikvision,Blanco,0.45 kg
Cámara Bullet IP Hikvision DS-2CD1043G0-I,"Cámara Bullet IP de 4 Megapíxeles, compresión H.265+, visión nocturna IR de 30m y ranura MicroSD.",1890.0,25,CCTV y Seguridad,Hikvision,Blanco,0.48 kg
Cámara Bullet Epcom B8-TURBO,"Cámara de seguridad exterior TurboHD de 1080p, construcción metálica, visión IR nocturna.",450.0,50,CCTV y Seguridad,Epcom,Blanco,0.52 kg
Cámara Domo IP Hikvision DS-2CD1123G0-I,"Cámara Domo IP antivandálica de 2MP, protección IK10 contra golpes, soporte PoE integrado.",1390.0,30,CCTV y Seguridad,Hikvision,Blanco/Negro,0.55 kg
Cámara Domo IP Hikvision DS-2CD1143G0-I,"Cámara Domo IP antivandálica de 4MP, lente de 2.8 mm, compresión de video H.265, PoE.",1980.0,20,CCTV y Seguridad,Hikvision,Blanco/Negro,0.58 kg
Cámara Domo Epcom E8-TURBO,"Cámara domo de seguridad para interiores TurboHD de 1080p, forro plástico, IR inteligente.",280.0,80,CCTV y Seguridad,Epcom,Blanco,0.28 kg
Grabador NVR Hikvision DS-7604NI-Q1/4P,"Grabador de video en red (NVR) de 4 canales con 4 puertos PoE independientes, soporta hasta 8MP.",2490.0,15,CCTV y Seguridad,Hikvision,Negro,1.5 kg
Grabador NVR Hikvision DS-7608NI-Q1/8P,"Grabador NVR de 8 canales de video con 8 puertos PoE integrados para cámaras IP, resolución 4K.",3890.0,10,CCTV y Seguridad,Hikvision,Negro,1.8 kg
Grabador NVR Hikvision DS-7616NI-Q2/16P,"Grabador NVR de 16 canales con 16 puertos PoE independientes, soporte para 2 discos duros.",6800.0,8,CCTV y Seguridad,Hikvision,Negro,2.8 kg
Grabador DVR Epcom EV4004TURBO,"Grabador digital de video DVR de 4 canales de tecnología híbrida de 1080p, salida HDMI.",990.0,20,CCTV y Seguridad,Epcom,Negro,1.1 kg
Grabador DVR Epcom EV4008TURBO,"Grabador DVR híbrido de 8 canales TurboHD, soporta cámaras HD y cámaras IP, salida de video 1080p.",1450.0,18,CCTV y Seguridad,Epcom,Negro,1.3 kg
Grabador DVR Epcom EV4016TURBO,"Grabador DVR híbrido de 16 canales de 1080p Lite, compresión H.264+, puerto SATA.",2350.0,12,CCTV y Seguridad,Epcom,Negro,1.9 kg
Disco Duro Western Digital Purple 1TB,"Disco duro de 3.5 pulgadas para videovigilancia las 24 horas, interfaz SATA III de 6 Gb/s.",1150.0,30,Accesorios de CCTV,Western Digital,Plateado,0.45 kg
Disco Duro Western Digital Purple 2TB,"Disco duro optimizado para DVR y NVR de videovigilancia, tecnología AllFrame.",1490.0,25,Accesorios de CCTV,Western Digital,Plateado,0.45 kg
Disco Duro Western Digital Purple 4TB,Disco duro de gran capacidad para almacenamiento continuo de flujos de video HD.,2350.0,15,Accesorios de CCTV,Western Digital,Plateado,0.6 kg
Disco Duro Western Digital Purple 6TB,Disco duro de alto almacenamiento para grabadoras de cámaras profesionales en empresas.,3890.0,8,Accesorios de CCTV,Western Digital,Plateado,0.65 kg
Transceptores Pasivos Epcom TT101FTURBO,"Par de transceptores pasivos TurboHD de vídeo por cable UTP, soporte hasta 4K.",95.0,100,Accesorios de CCTV,Epcom,Negro,0.08 kg
Transceptores Pasivos con Energía Epcom TT101PFTURBO,Par de transceptores pasivos de vídeo y corriente para cámaras de seguridad de 12V.,180.0,80,Accesorios de CCTV,Epcom,Negro,0.12 kg
Fuente de Poder Epcom PL-12DC-4-BK,Fuente de alimentación regulada de 12 VDC a 4 Amperes para cámaras de seguridad comunes.,280.0,40,Accesorios de CCTV,Epcom,Negro,0.35 kg
Fuente de Poder Epcom PL-12DC-8-BK,Fuente de alimentación de 12 VDC a 8 Amperes con cable pulpo de 8 salidas de corriente.,420.0,30,Accesorios de CCTV,Epcom,Negro,0.5 kg
Fuente de Poder Distribuidora Epcom PL-12DC-10-A,Fuente en gabinete metálico de 12 VDC a 10 Amperes con fusible reseteable y 9 salidas.,1150.0,15,Accesorios de CCTV,Epcom,Gris,2.2 kg
